Student ID,Age,Math Score,Science Score,English Score,Hours Studied,Pass Fail
1926,20,36,79,82,2,0
1927,19,76,77,89,8,1
1928,18,81,75,77,9,1
1929,19,50,71,77,10,1
1930,18,62,68,69,1,0
1931,18,60,82,68,2,1
1932,19,71,70,64,4,0
1933,20,56,76,40,3,0
1934,23,78,42,63,1,0
1935,22,66,55,70,4,1
1936,22,26,81,68,2,0
1937,23,71,61,76,10,1
1938,24,79,53,63,5,1
1939,24,47,77,64,1,0
1940,18,71,70,50,8,1
1941,18,92,65,76,10,1
1942,20,66,88,63,2,0
1943,21,82,86,64,3,0
1944,19,58,67,77,3,0
1945,18,64,78,63,4,1
1946,22,61,43,75,7,1
1947,20,59,83,59,9,1
1948,19,62,56,71,3,1
1949,20,40,52,65,1,1
1950,19,60,48,69,10,0
1951,19,85,47,87,1,0
1952,23,50,82,55,6,1
1953,18,49,77,86,5,1
1954,20,65,60,62,10,1
1955,20,66,80,80,7,1
1956,23,70,62,82,7,1
1957,22,63,73,76,3,0
1958,22,66,64,59,7,1
1959,24,59,68,74,9,1
1960,18,45,59,97,8,1
1961,18,63,60,72,3,0
1962,21,75,76,70,10,1
1963,23,72,78,70,5,0
1964,22,38,65,77,8,0
1965,19,68,51,71,2,1
1966,20,51,99,74,7,1
1967,18,85,70,69,10,0
1968,20,69,73,61,10,1
1969,20,78,54,95,7,1
1970,21,65,84,71,8,1
1971,22,64,86,100,1,1
1972,18,87,49,76,8,1
1973,20,79,68,77,1,0
1974,18,66,67,68,3,0
1975,19,62,98,66,9,1
1976,21,39,87,69,4,0
1977,19,69,52,63,10,1
1978,18,63,61,62,9,0
1979,24,73,59,89,1,0
1980,18,77,74,79,8,1
1981,22,83,88,86,3,1
1982,20,70,71,83,7,1
1983,20,49,76,65,2,1
1984,19,32,62,56,7,0
1985,21,52,75,67,7,0
1986,24,85,64,72,9,1
1987,23,92,50,83,2,0
1988,20,61,75,71,8,1
1989,22,43,69,100,5,1
1990,19,55,56,67,10,0
1991,19,82,89,77,9,1
1992,23,56,60,66,8,1
1993,22,73,77,76,3,1
1994,21,67,65,70,3,0
1995,22,75,88,69,10,1
1996,21,92,67,65,8,0
1997,22,73,49,73,9,1
1998,22,67,79,80,2,0
1999,18,93,88,62,3,0
2000,19,70,64,71,8,1
2001,22,53,78,76,2,0
2002,23,75,71,78,8,1
2003,22,71,65,90,5,0
2004,20,60,80,77,6,1
2005,19,57,60,67,10,1
2006,20,60,70,66,4,0
2007,19,57,73,66,3,0
2008,20,61,72,65,8,1
2009,22,52,60,74,9,1
2010,22,70,94,76,8,1
2011,18,69,85,80,9,1
2012,23,70,81,78,1,0
2013,20,64,87,84,5,1
2014,21,62,70,65,7,0
2015,18,86,65,88,8,1
2016,20,66,56,65,2,0
2017,20,83,61,75,4,0
2018,18,50,57,70,7,1
2019,22,73,63,71,5,0
2020,20,53,73,78,1,0
2021,22,56,80,57,2,1
2022,18,58,80,63,5,1
2023,22,57,55,79,6,1
2024,19,57,78,71,1,0
2025,21,83,83,69,3,0
2026,24,65,66,60,6,0
2027,20,68,84,69,6,1
2028,23,58,80,78,7,1
2029,21,77,54,66,10,1
2030,24,70,96,85,3,0
2031,22,60,61,82,1,1
2032,20,41,81,68,7,1
2033,22,68,81,66,3,1
2034,19,73,55,44,5,0
2035,18,50,72,61,4,1
2036,20,60,80,60,1,0
2037,24,73,55,57,7,1
2038,24,41,71,71,4,0
2039,19,55,81,75,1,0
2040,19,70,82,90,6,1
2041,20,81,65,72,4,1
2042,22,97,88,51,4,1
2043,23,94,85,64,2,0
2044,24,67,72,78,1,0
2045,24,57,62,71,3,1
2046,19,78,56,80,10,1
2047,21,56,74,66,5,1
2048,19,53,87,83,9,0
2049,23,60,68,74,7,0
2050,22,58,59,74,4,0
2051,22,71,79,73,8,0
2052,21,55,72,64,4,0
2053,24,66,76,71,6,1
2054,19,88,63,74,1,0
2055,22,66,65,57,6,1
2056,23,87,63,72,10,1
2057,20,83,75,84,5,1
2058,18,73,65,76,2,0
2059,18,59,77,85,1,0
2060,18,80,62,76,6,1
2061,24,61,75,63,2,1
2062,19,64,78,79,9,1
2063,21,69,73,60,9,0
2064,22,64,81,69,1,1
2065,20,54,64,69,5,0
2066,23,42,78,65,8,1
2067,20,79,72,95,4,0
2068,23,73,60,71,3,1
2069,24,39,47,90,5,0
2070,19,53,49,75,5,0
2071,18,67,43,63,8,1
2072,19,71,75,67,6,1
2073,24,42,66,71,2,0
2074,21,63,71,68,1,1
2075,21,73,67,69,3,0
2076,24,59,76,77,2,0
2077,23,68,77,75,4,0
2078,22,57,70,78,3,1
2079,22,78,71,87,9,1
2080,23,53,71,67,5,1
2081,21,47,86,83,4,1
2082,21,65,45,85,10,1
2083,21,43,61,84,9,0
2084,19,33,80,54,4,0
2085,21,81,83,89,6,0
2086,20,50,75,65,10,1
2087,18,44,67,53,1,1
2088,21,52,92,89,2,0
2089,23,52,72,77,4,0
2090,18,62,70,77,9,1
2091,19,48,85,68,6,1
2092,23,72,75,73,6,1
2093,18,74,81,70,9,1
2094,23,45,82,65,4,1
2095,19,55,65,72,3,0
2096,20,57,91,73,7,1
2097,19,62,40,58,7,1
2098,19,81,46,72,9,1
2099,23,82,61,54,6,0
2100,24,100,64,91,2,0
2101,22,30,74,70,6,1
2102,21,51,61,61,8,1
2103,21,92,69,77,6,1
2104,20,37,67,64,9,1
2105,20,91,94,71,4,0
2106,21,67,60,76,3,1
2107,22,67,49,61,5,0
2108,21,45,83,91,3,1
2109,24,58,61,92,2,1
2110,22,91,68,66,2,0
2111,20,64,62,60,4,1
2112,18,58,78,66,3,0
2113,23,71,53,67,9,1
2114,24,62,36,83,7,1
2115,24,70,85,66,6,1
2116,20,52,72,60,10,1
2117,20,63,82,73,8,1
2118,19,55,85,57,9,0
2119,24,37,59,82,3,1
2120,19,72,70,77,10,1
2121,19,46,76,66,7,1
2122,23,62,68,67,9,0
2123,19,78,66,74,1,1
2124,22,42,67,60,10,1
2125,21,74,83,64,9,1
2126,18,60,66,69,7,0
2127,20,50,77,58,10,0
2128,22,95,74,67,4,0
2129,18,64,58,61,6,0
2130,24,56,73,86,6,1
2131,24,53,51,67,6,0
2132,24,78,74,62,2,0
2133,22,55,80,78,5,0
2134,22,76,83,65,7,1
2135,20,64,58,60,6,0
2136,21,81,63,80,3,0
2137,19,49,73,68,5,1
2138,24,51,64,80,8,1
2139,23,60,46,71,5,1
2140,21,62,63,73,10,1
2141,23,59,73,77,3,0
2142,20,100,82,65,9,1
2143,20,95,90,63,3,0
2144,20,69,71,84,2,1
2145,18,71,76,77,6,1
2146,23,61,81,71,8,1
2147,21,49,45,79,6,1
2148,21,62,57,77,1,0
2149,22,76,71,81,8,1
2150,22,84,88,60,1,0
2151,24,79,77,71,9,1
2152,22,42,73,83,8,1
2153,20,60,67,88,6,1
2154,21,42,75,66,2,0
2155,23,82,62,73,9,1
2156,20,58,60,72,8,0
2157,18,64,61,59,4,1
2158,22,72,86,69,2,0
2159,20,100,59,56,6,1
2160,20,69,65,70,1,0
2161,18,61,75,61,7,0
2162,19,46,59,73,1,0
2163,21,86,72,68,6,0
2164,23,62,72,68,5,0
2165,24,89,62,87,10,1
2166,19,81,66,72,3,0
2167,22,58,58,90,6,1
2168,20,44,86,76,4,0
2169,18,69,73,80,6,1
2170,18,55,57,63,4,1
2171,21,65,71,65,1,1
2172,19,80,72,72,5,0
2173,24,40,43,84,8,1
2174,21,68,86,68,6,0
2175,20,76,58,57,10,1
2176,21,77,95,75,9,1
2177,23,44,79,72,4,0
2178,18,71,56,66,10,1
2179,18,83,66,68,9,0
2180,22,70,81,63,8,1
2181,22,63,67,81,3,0
2182,24,82,84,72,6,1
2183,20,54,65,74,4,0
2184,23,42,69,66,1,1
2185,19,61,81,85,9,1
2186,21,73,77,74,4,0
2187,24,80,58,50,5,1
2188,20,72,75,76,3,0
2189,22,77,72,69,4,0
2190,21,80,59,70,9,1
2191,22,59,53,81,7,1
2192,21,62,46,72,8,1
2193,19,84,66,89,3,0
2194,20,46,69,73,3,0
2195,21,71,76,67,7,1
2196,23,54,79,53,8,1
2197,24,81,65,64,5,1
2198,18,64,69,68,1,0
2199,23,65,60,86,3,1
2200,23,90,71,67,5,1
2201,24,48,81,88,3,0
2202,18,68,71,60,1,1
2203,23,62,83,64,7,1
2204,21,72,81,83,1,1
2205,21,93,87,66,10,0
2206,21,55,71,82,6,1
2207,18,47,63,63,6,1
2208,23,52,77,64,7,1
2209,18,61,65,78,1,0
2210,21,65,77,63,3,0
2211,24,66,62,69,9,1
2212,23,92,60,75,2,0
2213,23,89,84,69,5,0
2214,22,84,57,66,3,0
2215,22,100,82,59,5,0
2216,19,77,77,86,7,1
2217,20,81,71,88,1,1
2218,22,77,47,75,3,1
2219,18,74,87,69,6,1
2220,22,70,58,70,7,1
2221,19,59,81,80,10,0
2222,23,46,61,82,3,1
2223,19,63,60,66,4,0
2224,23,73,78,82,6,1
2225,24,66,76,78,5,0
2226,24,49,56,82,9,1
2227,23,62,87,55,1,0
2228,20,61,67,67,5,0
2229,22,64,70,70,1,0
2230,18,72,66,67,8,1
2231,18,75,56,91,7,1
2232,21,57,78,67,5,1
2233,23,79,73,76,6,0
2234,18,81,60,73,4,1
2235,20,69,81,69,9,1
2236,23,74,70,64,3,1
2237,20,79,70,92,2,0
2238,18,48,91,69,7,1
2239,18,80,50,80,2,0
2240,21,53,50,71,6,1
2241,18,54,53,67,8,1
2242,23,67,74,73,3,1
2243,24,32,65,75,3,1
2244,23,67,66,67,3,1
2245,23,79,58,64,1,0
2246,21,40,89,76,9,1
2247,21,81,94,73,5,0
2248,18,54,80,65,9,1
2249,19,68,51,62,5,1
2250,19,56,64,75,7,0
2251,21,73,79,52,1,0
2252,18,80,69,69,9,1
2253,19,74,80,73,1,0
2254,18,64,84,89,4,1
2255,18,57,92,72,7,1
2256,18,63,62,68,9,1
2257,22,74,70,74,1,0
2258,23,75,64,64,6,1
2259,18,73,45,69,10,1
2260,22,45,78,72,5,1
2261,21,64,76,78,3,0
2262,19,55,63,65,10,1
2263,23,74,50,71,2,1
2264,24,53,65,54,1,1
2265,19,71,78,77,2,0
2266,23,60,86,69,4,0
2267,24,36,61,90,6,0
2268,19,78,83,75,5,0
2269,23,64,77,63,4,1
2270,19,84,74,61,8,1
2271,19,40,54,78,7,1
2272,24,60,54,89,4,0
2273,19,61,60,86,10,0
2274,19,69,66,59,5,1
2275,24,45,91,74,10,1
2276,21,73,62,83,5,0
2277,18,93,79,58,3,0
2278,20,72,64,82,9,0
2279,22,66,75,64,5,1
2280,20,44,69,69,10,0
2281,20,53,72,74,2,0
2282,23,64,74,82,4,0
2283,18,57,67,87,4,0
2284,23,80,74,68,5,0
2285,18,73,84,67,8,1
2286,24,100,60,66,5,1
2287,24,50,84,79,1,0
2288,18,65,66,81,2,0
2289,19,44,65,80,3,1
2290,21,31,78,74,3,1
2291,19,75,65,75,10,1
2292,21,72,73,69,6,1
2293,23,52,72,70,9,1
2294,21,66,44,80,10,1
2295,23,55,75,74,1,1
2296,24,57,52,67,6,1
2297,20,60,53,82,9,1
2298,24,51,74,65,4,1
2299,24,54,76,73,10,0
2300,20,54,84,59,3,1
2301,21,71,56,62,6,0
2302,21,23,61,72,6,1
2303,23,61,75,65,2,0
2304,19,48,84,69,5,0
2305,23,49,72,84,1,0
2306,19,57,59,70,9,1
2307,24,64,88,80,9,1
2308,20,61,66,64,3,1
2309,24,49,67,77,5,0
2310,18,75,52,61,3,1
2311,21,51,78,69,7,1
2312,19,53,80,77,1,0
2313,23,69,61,72,5,0
2314,20,69,91,81,6,1
2315,19,55,62,78,7,1
2316,23,20,77,68,3,1
2317,21,51,72,84,7,1
2318,24,67,45,76,4,1
2319,21,75,76,69,10,1
2320,22,63,75,73,6,1
2321,18,57,48,72,5,1
2322,22,99,88,74,4,0
2323,20,59,75,70,6,1
2324,19,74,84,75,3,0
2325,20,44,49,79,3,0
2326,24,48,65,76,5,0
2327,23,74,84,75,5,0
2328,21,80,51,70,9,1
2329,22,59,65,63,4,0
2330,22,37,74,60,5,1
2331,24,62,47,64,9,1
2332,22,67,54,67,4,1
2333,24,66,86,88,3,0
2334,20,56,70,84,7,0
2335,21,62,84,66,7,0
2336,19,53,72,76,8,1
2337,23,48,99,71,4,1
2338,19,76,75,74,4,0
2339,20,66,85,66,9,1
2340,23,62,67,94,10,1
2341,22,57,72,90,7,0
2342,18,62,77,69,3,1
2343,20,67,79,66,9,1
2344,20,90,69,81,5,0
2345,21,74,70,59,4,0
2346,19,55,76,80,1,0
2347,20,55,76,73,9,1
2348,20,52,57,57,6,1
2349,22,61,72,70,2,0
2350,22,52,73,65,7,0
2351,23,72,58,73,3,0
2352,24,25,80,72,6,0
2353,24,73,74,58,8,1
2354,18,69,97,68,3,1
2355,24,83,69,77,5,0
2356,21,78,83,79,6,1
2357,18,54,76,68,1,1
2358,23,76,93,76,10,0
2359,22,62,58,74,7,1
2360,24,35,64,71,4,0
2361,19,67,58,76,10,1
2362,22,55,69,62,7,1
2363,21,65,56,72,7,1
2364,22,89,51,55,5,0
2365,21,68,44,71,8,1
2366,21,49,43,86,8,1
2367,21,79,77,68,5,0
2368,23,70,64,85,5,1
2369,21,47,55,68,7,1
2370,21,40,62,61,6,1
2371,19,50,63,78,4,0
2372,18,77,58,76,2,0
2373,20,60,89,95,8,1
2374,18,66,87,62,3,0
2375,21,44,89,75,2,1
2376,19,77,72,75,10,0
2377,22,34,73,82,7,0
2378,19,55,62,77,10,1
2379,21,71,59,69,6,1
2380,19,48,70,61,8,0
2381,24,74,77,75,6,1
2382,19,51,84,75,7,1
2383,21,46,63,78,2,0
2384,23,84,54,69,10,1
2385,24,67,78,74,2,0
2386,19,72,48,56,6,1
2387,20,80,69,61,9,1
2388,20,25,71,81,3,1
2389,19,74,65,73,10,1
2390,23,53,51,76,8,1
2391,22,55,65,66,5,0
2392,21,71,89,64,6,0
2393,20,59,77,67,6,1
2394,22,73,83,74,10,1
2395,19,64,55,78,3,1
2396,22,67,73,69,5,0
2397,24,57,71,55,1,0
2398,18,49,71,76,2,0
2399,20,53,76,74,10,0
2400,19,63,71,76,3,0
2401,21,92,55,80,4,0
2402,23,87,77,79,9,1
2403,24,55,80,85,1,0
2404,19,65,85,72,3,1
2405,21,60,86,67,3,1
2406,23,66,75,82,6,0
2407,23,68,56,81,5,1
2408,19,72,51,69,3,1
2409,24,21,67,83,4,0
2410,22,70,81,72,7,1
2411,22,59,80,84,3,0
2412,23,54,73,89,9,1
2413,22,76,69,98,8,1
2414,18,87,92,72,2,0
2415,23,75,76,86,5,1
2416,23,57,68,80,4,0
2417,21,48,62,81,5,0
2418,22,19,57,76,3,0
2419,24,67,56,81,10,1
2420,23,73,57,58,1,0
2421,24,63,73,71,8,1
2422,18,79,69,65,9,1
2423,21,45,66,64,8,1
2424,19,62,78,57,4,1
2425,24,61,91,66,2,0
2426,23,63,60,70,4,0
2427,18,82,61,73,9,1
2428,20,63,43,71,10,1
2429,18,60,69,82,9,1
2430,18,50,68,63,5,0
2431,21,84,80,52,5,1
2432,19,43,68,77,10,0
2433,20,56,62,71,3,1
2434,22,90,72,71,6,1
2435,22,72,76,64,7,1
2436,24,64,50,81,10,1
2437,18,65,82,67,9,0
2438,21,50,85,63,7,1
2439,21,63,76,88,3,0
2440,22,59,58,78,7,1
2441,24,67,66,71,1,1
2442,24,42,84,47,2,0
2443,24,70,58,69,4,1
2444,20,80,77,71,7,1
2445,19,61,69,86,9,1
2446,20,74,71,54,5,0
2447,23,69,59,87,8,1
2448,23,55,73,76,7,1
2449,19,49,73,59,5,1
2450,22,51,51,81,3,0
2451,19,69,69,69,3,0
2452,21,64,77,55,6,1
2453,23,84,65,67,10,1
2454,18,76,40,74,4,0
2455,18,76,68,72,3,0
2456,22,68,87,78,4,0
2457,21,50,65,82,3,0
2458,20,69,87,61,10,1
2459,21,65,60,71,6,1
2460,18,47,56,65,7,0
2461,18,83,69,59,4,0
2462,23,81,60,71,3,0
2463,21,47,73,76,3,1
2464,21,55,65,76,3,0
2465,18,56,87,68,9,1
2466,20,74,64,61,3,0
2467,22,72,71,65,3,1
2468,24,65,77,53,8,1
2469,22,69,81,60,4,1
2470,21,45,87,60,7,1
2471,22,70,67,80,3,0
2472,18,63,65,80,8,1
2473,18,54,47,93,3,0
2474,21,42,94,74,5,0
2475,21,65,74,67,1,0
2476,24,70,79,72,5,0
2477,24,39,76,70,6,0
2478,23,65,70,65,7,1
2479,21,66,74,75,2,0
2480,20,56,63,73,2,1
2481,22,70,66,71,9,0
2482,21,63,58,69,10,0
2483,19,69,88,78,1,1
2484,23,73,76,66,2,0
2485,19,73,93,67,2,0
2486,18,80,97,76,10,1
2487,24,70,53,82,7,1
2488,22,57,81,81,6,1
2489,21,55,53,69,9,0
2490,19,49,72,59,7,0
2491,22,67,73,69,3,0
2492,18,84,54,72,3,1
2493,24,59,61,60,1,0
2494,20,71,74,68,8,1
2495,23,53,72,84,1,1
2496,22,67,57,73,2,0
2497,22,83,61,66,7,1
2498,20,75,52,72,1,0
2499,22,41,55,72,4,1
2500,18,73,65,68,9,1
2501,18,74,81,79,8,1
2502,20,67,83,53,8,1
2503,23,75,92,76,3,0
2504,21,52,75,66,5,0
2505,19,65,72,82,4,0
2506,21,81,75,59,8,0
2507,22,80,75,81,7,0
2508,19,73,50,64,7,1
2509,20,51,92,75,10,1
2510,20,49,46,67,10,0
2511,23,66,83,83,7,1
2512,19,67,70,70,1,0
2513,18,63,56,64,7,1
2514,19,52,76,85,4,0
2515,22,71,68,69,3,0
2516,18,66,61,77,5,0
2517,24,69,53,81,2,0
2518,24,73,52,63,8,1
2519,24,60,62,76,9,1
2520,20,57,65,77,5,0
2521,19,81,55,56,3,1
2522,24,53,70,75,10,1
2523,21,57,57,68,7,1
2524,23,83,74,88,1,0
2525,21,56,84,80,10,1
2526,24,63,73,76,3,0
2527,23,58,68,51,9,0
2528,22,38,63,76,2,0
2529,21,63,87,64,9,1
2530,19,49,67,80,1,0
2531,19,68,99,70,4,1
2532,21,81,55,66,10,1
2533,24,31,73,67,6,1
2534,19,58,86,68,7,1
2535,22,71,61,58,3,0
2536,18,32,67,59,9,1
2537,24,85,77,68,4,0
2538,22,70,74,87,5,0
2539,23,81,76,79,8,1
2540,22,56,83,80,3,0
2541,24,58,65,83,8,1
2542,23,62,87,74,1,0
2543,24,97,49,67,8,1
2544,19,84,82,67,10,0
2545,18,66,83,63,8,1
2546,24,68,60,80,6,1
2547,24,74,52,62,5,0
2548,19,100,67,92,9,1
2549,20,70,74,62,6,1
2550,19,65,65,84,1,0
2551,23,59,76,84,6,1
2552,19,68,93,78,1,0
2553,19,56,53,88,6,1
2554,18,72,46,70,3,0
2555,19,43,69,73,6,1
2556,24,61,61,74,6,1
2557,18,76,64,77,1,0
2558,21,70,85,53,9,1
2559,20,58,68,70,8,0
2560,18,61,69,80,2,1
2561,23,80,64,68,2,0
2562,21,46,69,91,5,1
2563,18,46,73,73,10,1
2564,18,51,100,77,2,0
2565,20,64,73,87,1,0
2566,24,44,83,73,2,1
2567,23,79,72,87,5,0
2568,22,51,45,77,10,1
2569,22,68,63,77,7,1
2570,18,56,73,63,5,1
2571,19,64,78,83,1,0
2572,23,40,72,65,7,1
2573,21,80,81,70,6,1
2574,19,50,52,84,7,0
2575,19,49,70,68,2,0
2576,23,100,85,75,5,0
2577,24,73,58,71,8,1
2578,18,79,83,71,7,1
2579,18,71,82,70,6,1
2580,18,58,55,61,6,1
2581,18,45,74,77,1,1
2582,22,60,71,78,1,0
2583,18,50,67,66,7,0
2584,22,51,51,67,3,1
2585,22,41,66,81,6,1
2586,24,66,68,69,5,0
2587,18,88,49,72,3,1
2588,20,73,54,63,6,1
2589,21,63,58,71,3,0
2590,19,64,57,63,8,1
2591,22,19,73,65,7,1
2592,23,58,80,64,9,1
2593,23,43,66,80,5,1
2594,21,67,79,58,1,1
2595,23,61,81,74,10,1
2596,20,51,68,69,8,1
2597,23,66,74,85,2,0
2598,19,66,67,79,6,1
2599,19,87,56,59,1,0
2600,22,75,61,66,6,1
2601,18,68,73,71,4,1
2602,24,50,68,66,5,0
2603,20,48,78,81,10,1
2604,22,73,47,73,7,1
2605,20,61,50,70,6,1
2606,18,68,51,81,1,0
2607,23,79,71,60,9,0
2608,23,42,53,69,6,0
2609,24,85,73,74,6,0
2610,18,79,79,70,9,0
2611,22,34,88,40,10,0
2612,24,100,86,75,5,1
2613,18,69,61,77,6,1
2614,21,57,49,61,6,1
2615,19,72,62,50,7,1
2616,24,50,81,65,9,1
2617,24,73,65,69,5,0
2618,22,53,69,70,5,1
2619,20,95,63,52,4,0
2620,21,65,88,74,10,1
2621,22,74,57,82,4,0
2622,18,53,70,81,8,1
2623,18,77,83,84,2,0
2624,18,64,92,59,10,1
2625,18,43,61,80,8,1
2626,20,61,81,62,2,0
2627,21,93,62,79,1,0
2628,23,77,86,64,10,1
2629,19,59,90,75,9,1
2630,20,36,59,87,8,1
2631,20,52,77,81,6,1
2632,23,43,83,62,4,0
2633,23,37,66,60,2,0
2634,19,76,76,79,8,1
2635,19,65,77,85,3,1
2636,23,91,94,76,10,1
2637,18,50,46,66,4,0
2638,20,64,69,72,5,1
2639,22,44,54,76,4,1
2640,19,56,70,71,8,1
2641,19,61,60,62,9,0
2642,23,59,66,82,1,1
2643,21,65,59,90,2,0
2644,22,79,71,86,4,1
2645,22,77,82,50,1,0
2646,19,53,65,83,6,1
2647,18,64,87,77,5,0
2648,21,76,82,65,7,1
2649,22,80,94,52,6,0
2650,19,55,74,70,3,1
2651,22,75,69,75,5,1
2652,24,69,50,60,3,0
2653,21,49,60,84,9,1
2654,21,77,67,84,2,1
2655,24,67,68,76,6,1
2656,20,38,98,58,9,1
2657,24,60,67,69,10,0
2658,23,65,48,79,7,1
2659,23,55,77,78,5,0
2660,19,83,77,65,2,0
2661,21,83,64,66,2,0
2662,20,59,95,64,4,0
2663,20,57,47,69,10,1
2664,22,63,84,67,2,0
2665,22,61,66,65,8,0
2666,24,56,58,70,10,1
2667,20,9,98,72,7,1
2668,24,91,78,82,7,1
2669,24,65,66,54,3,0
2670,22,62,66,84,7,0
2671,21,69,73,64,8,1
2672,24,63,64,90,5,0
2673,18,58,85,78,1,0
2674,21,49,71,77,1,0
2675,20,37,82,70,4,1
2676,20,44,72,92,2,1
2677,24,48,80,71,7,1
2678,21,74,86,87,3,1
2679,22,75,90,66,4,0
2680,22,51,75,79,9,1
2681,23,25,59,90,2,0
2682,20,65,67,63,8,1
2683,19,58,69,76,1,0
2684,23,58,63,64,3,1
2685,22,79,61,76,4,1
2686,21,67,72,90,6,1
2687,22,50,58,62,1,0
2688,21,46,55,73,8,1
2689,23,61,49,63,2,0
2690,20,51,75,70,5,0
2691,22,63,74,78,6,1
2692,24,80,66,69,8,1
2693,21,44,81,87,3,0
2694,20,66,58,76,9,1
2695,19,78,74,58,5,0
2696,21,63,70,75,8,1
2697,23,75,61,86,4,1
2698,19,60,64,77,9,1
2699,19,67,63,74,8,1
2700,18,71,73,69,5,0
2701,22,56,77,71,3,0
2702,21,94,64,72,1,0
2703,19,73,61,47,5,1
2704,18,84,71,76,5,0
2705,23,81,50,81,4,0
2706,20,69,70,64,10,0
2707,24,85,88,74,10,1
2708,24,67,61,75,8,0
2709,21,54,67,80,3,1
2710,19,65,82,72,10,1
2711,24,49,79,77,9,0
2712,22,33,70,60,3,0
2713,24,52,69,61,4,1
2714,24,66,55,76,6,1
2715,24,80,75,69,9,1
2716,18,52,53,56,10,1
2717,19,80,45,75,2,0
2718,22,46,82,59,2,0
2719,19,51,74,99,2,1
2720,21,86,80,50,5,1
2721,21,65,61,72,6,1
2722,21,62,75,60,3,0
2723,23,68,64,81,3,0
2724,24,46,66,67,2,1
2725,23,60,81,82,6,1
2726,18,65,68,79,1,1
2727,21,83,61,61,9,1
2728,22,39,53,64,10,1
2729,19,91,74,68,4,0
2730,24,63,82,71,2,0
2731,20,48,60,70,6,1
2732,22,45,78,79,5,0
2733,24,69,58,74,3,0
2734,23,44,78,65,3,0
2735,23,56,70,62,5,0
2736,22,61,73,63,4,0
2737,23,82,61,75,5,0
2738,21,80,74,70,2,0
2739,18,55,62,92,1,1
2740,19,61,65,71,5,0
2741,18,41,51,73,1,0
2742,24,34,60,53,3,1
2743,19,46,63,58,8,1
2744,19,81,73,60,8,0
2745,18,76,77,66,9,0
2746,22,70,62,57,1,0
2747,19,43,68,60,4,0
2748,18,54,90,78,6,1
2749,19,52,71,63,7,1
2750,20,62,63,71,5,0
2751,22,61,49,77,7,1
2752,21,49,59,81,10,1
2753,19,70,59,74,8,0
2754,20,68,93,75,10,1
2755,21,54,59,81,6,1
2756,21,69,70,76,4,0
2757,24,81,74,82,1,0
2758,19,86,83,50,5,0
2759,18,72,70,71,10,1
2760,19,71,63,72,10,1
2761,20,61,63,70,10,1
2762,21,80,74,73,4,0
2763,19,48,61,67,5,0
2764,18,78,56,79,4,1
2765,24,60,63,66,9,1
2766,19,87,54,69,3,0
2767,22,73,92,86,3,0
2768,24,63,77,85,10,1
2769,18,61,89,73,7,1
2770,20,72,75,65,2,1
2771,21,72,88,55,9,0
2772,19,59,74,70,8,1
2773,18,66,78,77,6,1
2774,24,78,44,64,9,1
2775,22,44,59,72,3,0
2776,18,75,70,68,4,0
2777,23,72,70,54,7,1
2778,22,82,69,73,1,0
2779,24,54,75,76,1,0
2780,20,65,75,73,1,0
2781,21,68,80,88,8,1
2782,24,76,78,68,6,1
2783,20,71,84,67,3,0
2784,19,46,84,93,10,1
2785,18,69,72,59,7,0
2786,23,95,94,65,6,0
2787,22,74,86,75,5,0
2788,22,89,60,83,3,0
2789,18,80,74,81,4,0
2790,23,85,47,61,1,1
2791,18,69,49,88,9,0
2792,19,72,64,76,5,0
2793,20,68,59,63,2,0
2794,24,65,64,64,9,1
2795,22,76,73,72,7,1
2796,19,57,84,93,8,0
2797,20,93,84,74,3,0
2798,19,51,74,93,7,1
2799,23,77,56,80,1,0
2800,22,85,63,59,6,1
2801,24,62,77,86,10,1
2802,18,48,60,62,6,1
2803,18,82,54,65,10,1
2804,20,68,75,74,6,1
2805,24,77,69,71,3,1
2806,21,63,67,80,6,0
2807,23,90,83,77,3,0
2808,20,33,83,70,10,1
2809,21,70,91,88,9,1
2810,19,85,62,67,7,1
2811,23,66,75,61,4,1
2812,19,69,70,76,3,0
2813,24,58,74,71,6,0
2814,22,65,56,74,9,1
2815,23,39,53,79,3,0
2816,21,54,69,70,8,1
2817,22,53,59,90,6,0
2818,18,75,81,74,4,0
2819,21,56,51,67,5,1
2820,20,56,52,77,3,1
2821,18,59,65,71,2,0
2822,18,53,51,73,9,1
2823,20,69,90,60,3,0
2824,23,70,67,62,6,1
2825,18,77,62,82,5,0
2826,24,74,75,59,10,1
2827,21,73,80,70,8,1
2828,22,60,72,75,5,0
2829,18,59,69,86,8,1
2830,21,51,58,67,5,0
2831,19,51,77,79,10,0
2832,21,67,87,70,6,1
2833,22,54,67,50,5,1
2834,21,87,59,72,2,0
2835,20,64,72,71,10,1
2836,22,87,70,76,10,1
2837,23,73,55,65,6,1
2838,19,53,63,66,7,1
2839,20,64,91,84,3,0
2840,23,39,53,68,3,1
2841,21,67,61,52,7,1
2842,22,54,58,76,10,1
2843,19,48,59,80,4,0
2844,20,87,64,80,2,0
2845,23,80,75,65,9,0
2846,23,80,85,72,9,1
2847,19,76,72,77,6,1
2848,24,46,61,81,2,1
2849,21,58,88,77,3,1
2850,19,59,45,79,5,0
2851,23,39,78,64,5,1
2852,18,56,57,49,9,1
2853,20,56,69,82,10,0
2854,19,66,76,62,3,0
2855,24,100,50,70,2,0
